Date,Username,Tweet,cleaned_tweet,len_words,tokens,year,month,label_sentiment,label_willingness,sentiment_score,willingness_score
2021-11-29 02:33:54+00:00,"Sheila Scarborough
@SheilaS
ÃÂ·
Nov 29, 2021","That's a great question - I should do a blog post! Hong Kong, Japan, Bali, Hawaii, San Francisco/the Bay Area, Chicago, Marathon TX, the Mississippi Delta, Florida Gulf Coast, NYC, Philly, Rhode Island, Netherlands, Paris, Norway, Florence, Cairo, and the UAE.",great question blog post hong kong japan bali hawaii francisco area chicago marathon mississippi delta florida gulf coast philly rhode island netherlands paris norway florence cairo,193,"['great', 'question', 'blog', 'post', 'hong', 'kong', 'japan', 'bali', 'hawaii', 'francisco', 'area', 'chicago', 'marathon', 'mississippi', 'delta', 'florida', 'gulf', 'coast', 'philly', 'rhode', 'island', 'netherlands', 'paris', 'norway', 'florence', 'cairo']",2021,11,neutral,visit,0,1
2021-11-29 02:09:14+00:00,"Aryan Paladin
@AryanPaladin
ÃÂ·
Nov 29, 2021","Did you know that the Shaivite Hindu authorities of Bali, Indonesia have banned Iskcon on their island and shut down all local Iskcon temples there? Also they're not even allowed to have a youtube channel anymore. This is tyranny against fellow Hindus!",know shaivite hindu authorities bali indonesia banned iskcon island shut local iskcon temples also even allowed youtube channel anymore tyranny fellow hindu,207,"['know', 'shaivite', 'hindu', 'authorities', 'bali', 'indonesia', 'banned', 'iskcon', 'island', 'shut', 'local', 'iskcon', 'temples', 'also', 'even', 'allowed', 'youtube', 'channel', 'anymore', 'tyranny', 'fellow', 'hindu']",2021,11,neutral,not_visit,0,0
2021-11-29 00:51:10+00:00,"chazam
@nala_zain
ÃÂ·
Nov 29, 2021","I believe with #babybali real project can save bali prospect tourism, all Indonesian people really want to see Bali Island back to the Greatest Tourism Place again. 
And i believe it will be happen soon.
#visitindonesia #bali #babybali #cmc",believe babybali real project save bali prospect tourism indonesian people really want bali island back greatest tourism place believe happen soon visitindonesia bali babybali,191,"['believe', 'babybali', 'real', 'project', 'save', 'bali', 'prospect', 'tourism', 'indonesian', 'people', 'really', 'want', 'bali', 'island', 'back', 'greatest', 'tourism', 'place', 'believe', 'happen', 'soon', 'visitindonesia', 'bali', 'babybali']",2021,11,positive,visit,1,1
2021-11-28 22:59:15+00:00,"UCOLOURS
@UCOLOURme
ÃÂ·
Nov 29, 2021"," Before the World Championships in two weeks, the third of back-to-back tournaments in #Bali first has to be completed. The Badminton World Tour Finals 2021 feature from 1-5 December.
#Badminton  | 
@bwfmedia",world championships weeks third back back tournaments bali first completed badminton world tour finals feature december badminton bwfmedia,150,"['world', 'championships', 'weeks', 'third', 'back', 'back', 'tournaments', 'bali', 'first', 'completed', 'badminton', 'world', 'tour', 'finals', 'feature', 'december', 'badminton', 'bwfmedia']",2021,11,neutral,not_visit,0,0
2021-11-28 22:01:50+00:00,"@MrChatterjee93
ÃÂ·
Nov 29, 2021","yes.. even THE angkor wat temple of bali is buddhist temple , but over hindu gods",even angkor temple bali buddhist temple hindu god,55,"['even', 'angkor', 'temple', 'bali', 'buddhist', 'temple', 'hindu', 'god']",2021,11,neutral,not_visit,0,0
2021-11-28 18:30:27+00:00,"NiftyCore
@niftycore
ÃÂ·
Nov 29, 2021",Why not Bali or some island in South-East Asia?,bali island south east asia,32,"['bali', 'island', 'south', 'east', 'asia']",2021,11,neutral,visit,0,1
2021-11-28 17:53:05+00:00,"Naisia
@BlaxicannBeauty
ÃÂ·
Nov 29, 2021",I wanna book this trip to Bali or Thailand but I need to wait until Jayden in school so I can be gone for a week ,wanna book trip bali thailand need wait jayden school gone week,74,"['wanna', 'book', 'trip', 'bali', 'thailand', 'need', 'wait', 'jayden', 'school', 'gone', 'week']",2021,11,positive,visit,1,1
2021-11-28 17:35:55+00:00,"CHIEF MUMMY
@cici_eco
ÃÂ·
Nov 29, 2021","Ã¢ÂÂWhat do you want for Christmas?Ã¢ÂÂ

Ã¢ÂÂHmmmÃ¢ÂÂ¦ lately, IÃ¢ÂÂve really been into an all expense paid trip to BaliÃ¢ÂÂ",want christmas hmmm lately really expense paid trip bali,71,"['want', 'christmas', 'hmmm', 'lately', 'really', 'expense', 'paid', 'trip', 'bali']",2021,11,positive,visit,1,1
2021-11-28 17:11:49+00:00,"Gary. O.
@TheNudeYogi
ÃÂ·
Nov 29, 2021","The Maldives have always appealed to me, Bali too. If you do plan to go later in 2022 i would be honored to carbon offset your journey and possibly join you.",maldives always appealed bali plan later would honored carbon offset journey possibly join,100,"['maldives', 'always', 'appealed', 'bali', 'plan', 'later', 'would', 'honored', 'carbon', 'offset', 'journey', 'possibly', 'join']",2021,11,positive,visit,1,1
2021-11-28 16:02:42+00:00,"ghfr
@ghfrrrr_
ÃÂ·
Nov 28, 2021","now: world tour final in bali, tropical and temperate, warm and chill
2 weeks later: world championships in huelva, mediterranian yet so cold, winter and snowy.
what a temperature change for the athletes! God bless them #IndonesiaBadmintonFestival #BadmintonWorldChampionships",world tour final bali tropical temperate warm chill weeks later world championships huelva mediterranian cold winter snowy temperature change athletes bless indonesiabadmintonfestival badmintonworldchampionship,221,"['world', 'tour', 'final', 'bali', 'tropical', 'temperate', 'warm', 'chill', 'weeks', 'later', 'world', 'championships', 'huelva', 'mediterranian', 'cold', 'winter', 'snowy', 'temperature', 'change', 'athletes', 'bless', 'indonesiabadmintonfestival', 'badmintonworldchampionship']",2021,11,neutral,visit,0,1
2021-11-28 12:10:23+00:00,"D2_Suryantara
@D2_Suryantara
ÃÂ·
Nov 28, 2021",The Bali Island from Indonesia is beatiful place. Thanks for sharing Balinese culture ,bali island indonesia beatiful place thanks sharing balinese cultur,73,"['bali', 'island', 'indonesia', 'beatiful', 'place', 'thanks', 'sharing', 'balinese', 'cultur']",2021,11,positive,visit,1,1
2021-11-28 10:35:40+00:00,"A Diamond In The Sky
@MalumeAza
ÃÂ·
Nov 28, 2021","Going to Bali is cheaper than going to to Uganda to track Chimpz and Gorillas for a middle class South African, the European,US market that travel to these places are not necessarily wealthy.  The logistics required to get to these area aren't easy as well.",going bali cheaper going uganda track chimpz gorillas middle class south african europeanus market travel places necessarily wealthy logistics required area easy wel,193,"['going', 'bali', 'cheaper', 'going', 'uganda', 'track', 'chimpz', 'gorillas', 'middle', 'class', 'south', 'african', 'europeanus', 'market', 'travel', 'places', 'necessarily', 'wealthy', 'logistics', 'required', 'area', 'easy', 'wel']",2021,11,positive,visit,1,1
2021-11-28 09:31:01+00:00,"aghin
@insurii
ÃÂ·
Nov 28, 2021",by the way I saw some experiment on court (exactly what they did during Europe tour and it works so well in Bali) so probably that's preparation for bwc?,experiment court exactly europe tour works well bali probably prepar,100,"['experiment', 'court', 'exactly', 'europe', 'tour', 'works', 'well', 'bali', 'probably', 'prepar']",2021,11,neutral,visit,0,1
2021-11-28 09:17:48+00:00,"Jerartworks
@Jerartworks
ÃÂ·
Nov 28, 2021","Yeah, Singapore is opening up travel lanes really soon. If all goes well, I should get my ass to Bali soon. Need myself some beach vibes",yeah singapore opening travel lanes really soon goes well bali soon need beach vib,103,"['yeah', 'singapore', 'opening', 'travel', 'lanes', 'really', 'soon', 'goes', 'well', 'bali', 'soon', 'need', 'beach', 'vib']",2021,11,negative,visit,-1,1
2021-11-28 09:17:47+00:00,"Emma
@emmanissss
ÃÂ·
Nov 28, 2021",Hanya 38 minit jee tewaskan pair MD japan!! The minions is back!! Looking forward for World Tour Final Bali next week!!  #IndonesiaOpen2021,hanya minit tewaskan pair japan minions back looking forward world tour final bali next week indonesiaopen,106,"['hanya', 'minit', 'tewaskan', 'pair', 'japan', 'minions', 'back', 'looking', 'forward', 'world', 'tour', 'final', 'bali', 'next', 'week', 'indonesiaopen']",2021,11,neutral,not_visit,0,0
2021-11-28 08:23:23+00:00,"Reece B
@BallaiReece
ÃÂ·
Nov 28, 2021","Yer boi 
@deeznuts
 got me soo keen for this NFT sale!. Utility is like nothing else on the market! Art design is unreal. Not to mention you have the chance to win an all expense paid trip to Bali . DAMN!",deeznuts keen sale utility like nothing else market design unreal mention chance expense paid trip bali damn,118,"['deeznuts', 'keen', 'sale', 'utility', 'like', 'nothing', 'else', 'market', 'design', 'unreal', 'mention', 'chance', 'expense', 'paid', 'trip', 'bali', 'damn']",2021,11,neutral,not_visit,0,0
2021-11-28 08:00:36+00:00,"Brooke Rutledge
@msbrookechanell
ÃÂ·
Nov 28, 2021","Top places travel 2022

1) Bali
2) Maldives 
3) Greece
4) Iceland
5) Paris
6) Jamaica 
7) Costa Rica 
8) Canada
9) Puerto Rico

Those the places IÃ¢ÂÂll love to travel in 2022 God willingly in addition some places in the United States",places travel bali maldives greece iceland paris jamaica costa rica canada puerto rico places love travel willingly addition places united st,156,"['places', 'travel', 'bali', 'maldives', 'greece', 'iceland', 'paris', 'jamaica', 'costa', 'rica', 'canada', 'puerto', 'rico', 'places', 'love', 'travel', 'willingly', 'addition', 'places', 'united', 'st']",2021,11,neutral,visit,0,1
2021-11-28 06:07:09+00:00,"Rahmat Perkasa Putra
@R_Perkasa
ÃÂ·
Nov 28, 2021",Hatrick bali final world tour ini ASY ,hatrick bali final world tour,29,"['hatrick', 'bali', 'final', 'world', 'tour']",2021,11,neutral,not_visit,0,0
2021-11-28 05:40:50+00:00,"Livia
@Oneechan037
ÃÂ·
Nov 28, 2021","Yes, many foreign people like to have vacation there 

Oo Toma Nakamura from Producer 101  he's from Bali too, i just know it 
Wow hope you can meet him and can go to Bali Ai-san ",many foreign people like vacation toma nakamura producer bali know hope meet bali,107,"['many', 'foreign', 'people', 'like', 'vacation', 'toma', 'nakamura', 'producer', 'bali', 'know', 'hope', 'meet', 'bali']",2021,11,neutral,not_visit,0,0
2021-11-28 05:19:44+00:00,"Clare Mutsaars
@BinginClare
ÃÂ·
Nov 28, 2021","Different viewpoint of course but are not seeing the devastation on an island like Bali, closed for almost 2 years where people are living on rice handouts by a terrified government. I hope your friend recovers Denise.",different viewpoint course seeing devastation island like bali closed almost years people living rice handouts terrified government hope friend recovers denis,170,"['different', 'viewpoint', 'course', 'seeing', 'devastation', 'island', 'like', 'bali', 'closed', 'almost', 'years', 'people', 'living', 'rice', 'handouts', 'terrified', 'government', 'hope', 'friend', 'recovers', 'denis']",2021,11,negative,not_visit,-1,0
2021-11-28 04:12:28+00:00,"Buttcoin
@ButtcoinFTM
ÃÂ·
Nov 28, 2021",Bali is great outside Kuta if you cruise around the whole island on a motorbike,bali great outside kuta cruise around whole island motorbik,60,"['bali', 'great', 'outside', 'kuta', 'cruise', 'around', 'whole', 'island', 'motorbik']",2021,11,positive,visit,1,1
2021-11-28 03:47:28+00:00,"Ms. G (Tita MOO)
@rogue_gielyn
ÃÂ·
Nov 28, 2021",I've cancelled my december Bali trip... Got my refund voucher from the airlines... But here I am conflicted on going again... fckkkk,cancelled december bali trip refund voucher airlines conflicted going fckkkk,92,"['cancelled', 'december', 'bali', 'trip', 'refund', 'voucher', 'airlines', 'conflicted', 'going', 'fuck']",2021,11,negative,not_visit,-1,0
2021-11-28 03:38:12+00:00,"Ã¡Â¬Â³Ã¡Â¬Â¶ Ã¡Â¬Â¤Ã¡Â¬Â¾Ã¡Â¬Â¯ Ã¡Â¬ÂÃ¡Â­ÂÃ¡Â¬Â¤Ã¡Â¬Â¾ Ã¡Â¬Â³Ã¡Â¬Â¾Ã¡Â¬Â Ã¡Â¬Â§Ã¡Â¬Â¸Ã¡Â¬Â¢Ã¡Â­ÂÃ¡Â¬Â­
@Ajiek_Dewa78
ÃÂ·
Nov 28, 2021","Yes, this temple is a place used by Hindus in Bali & Indonesia to worship God Almighty in his manifestation as ""Tri Murti  (Brahma,Vishnu & Shiva) in his hopes for the fertility of the Land,Prosperity and human welfare as well as for the preservation of the universe.
Namaste ",temple place used hindus bali indonesia worship almighty manifestation murti brahmavishnu shiva hopes fertility landprosperity human welfare well preservation universe namast,180,"['temple', 'place', 'used', 'hindus', 'bali', 'indonesia', 'worship', 'almighty', 'manifestation', 'murti', 'brahmavishnu', 'shiva', 'hopes', 'fertility', 'landprosperity', 'human', 'welfare', 'well', 'preservation', 'universe', 'namast']",2021,11,neutral,not_visit,0,0
2021-11-28 03:10:34+00:00,"ewidianto
@ewidianto456
ÃÂ·
Nov 28, 2021",did you visit the island of bali?,visit island bali,17,"['visit', 'island', 'bali']",2021,11,neutral,visit,0,1
2021-11-28 02:25:57+00:00,"Alternate Media Watchers
@AltMediaWatch
ÃÂ·
Nov 28, 2021","YouÃ¢ÂÂve probly been to Bali or on a Contiki Tour, thatÃ¢ÂÂs not outside your bubble.

I read history, I studied it. The Nazis rose to power on the back of anti-government sentiment in movements just like yours.",probly bali contiki tour outside bubble read history studied nazis rose power back anti government sentiment movements lik,149,"['probly', 'bali', 'contiki', 'tour', 'outside', 'bubble', 'read', 'history', 'studied', 'nazis', 'rose', 'power', 'back', 'anti', 'government', 'sentiment', 'movements', 'lik']",2021,11,negative,not_visit,-1,0
2021-11-28 00:56:41+00:00,"Belle
@BelleNoireTat
ÃÂ·
Nov 28, 2021","I'm in two minds about another lock down. I kinda need a break but also it will fuck up us moving out finally. 

Not to mention our Bali trip is most kindly going to be cancelled. Again. ",minds another lock kinda need break also fuck moving finally mention bali trip kindly going cancel,128,"['minds', 'another', 'lock', 'kinda', 'need', 'break', 'also', 'fuck', 'moving', 'finally', 'mention', 'bali', 'trip', 'kindly', 'going', 'cancel']",2021,11,negative,not_visit,-1,0
2021-11-28 00:13:47+00:00,"Dr Evilin
@DrEvil_889
ÃÂ·
Nov 28, 2021","08:00 Oilers game 
12:30 Tee off Bali National 
17:30 Sundowners on the beach
Love the early games thanks 
@EdmontonOilers",oilers game bali national sundowners beach love early games thanks edmontonoil,81,"['oilers', 'game', 'bali', 'national', 'sundowners', 'beach', 'love', 'early', 'games', 'thanks', 'edmontonoil']",2021,11,neutral,not_visit,0,0
2021-11-27 22:47:47+00:00,"Chronster
@ChronsterSRQ
ÃÂ·
Nov 28, 2021","Hey Twitter... Looks like 
@ComatoseSosa
 is back from his Island off the coast of Bali. Welcome him back warmly! 

The rich Tweet among us again!",twitter looks like comatosesosa back island coast bali welcome back warmly rich tweet among,102,"['twitter', 'looks', 'like', 'comatosesosa', 'back', 'island', 'coast', 'bali', 'welcome', 'back', 'warmly', 'rich', 'tweet', 'among']",2021,11,positive,visit,1,1
2021-11-27 20:37:03+00:00,"Alex Quick
@ItsQuickie_
ÃÂ·
Nov 28, 2021",Need a vacation to Bali rn,need vacation bali,18,"['need', 'vacation', 'bali']",2021,11,positive,visit,1,1
2021-11-27 20:35:22+00:00,"MonkeyDog
@monkeydogify
ÃÂ·
Nov 28, 2021",Love Bali. IÃ¢ÂÂm hankering after a Bali trip,love bali hankering bali trip,35,"['love', 'bali', 'hankering', 'bali', 'trip']",2021,11,positive,visit,1,1
2021-11-27 20:16:38+00:00,"Precious M
@nonowpm
ÃÂ·
Nov 28, 2021",Me waking up naked in bed in our hotel room when i was in Bali with my best friend was enough reason to never touch Long Island ,waking naked hotel room bali best friend enough reason never touch long island,88,"['waking', 'naked', 'hotel', 'room', 'bali', 'best', 'friend', 'enough', 'reason', 'never', 'touch', 'long', 'island']",2021,11,positive,visit,1,1
2021-11-27 18:49:55+00:00,"poonam dheeraj
@poolife93
ÃÂ·
Nov 28, 2021","My Favourite Holiday Destination is GOA in India and BALI IN ABROAD 

#travelanalyst #giveaway #contestalert 
JOIN 
@gsrana4580
@Nitish_nix
 
@KDivya18740584
 
@Chhbi777
 
@GoldQueenie4
 
@KajolSaxena7
 
@VaishaliMaisur2
 
@AbhishekIPLFeak",favourite holiday destination india bali abroad travelanalyst giveaway contestalert join gsrana nitish kdivya chhbi goldqueenie kajolsaxena vaishalimaisur abhishekiplfeak,170,"['favourite', 'holiday', 'destination', 'india', 'bali', 'abroad', 'travelanalyst', 'giveaway', 'contestalert', 'join', 'gsrana', 'nitish', 'kdivya', 'chhbi', 'goldqueenie', 'kajolsaxena', 'vaishalimaisur', 'abhishekiplfeak']",2021,11,positive,visit,1,1
2021-11-27 18:30:27+00:00,"Nana Izz
@_nanaizz_
ÃÂ·
Nov 28, 2021",CANT WAIT TO BE RICH AND VISIT UR BEACH AT BALI,cant wait rich visit beach bali,31,"['cant', 'wait', 'rich', 'visit', 'beach', 'bali']",2021,11,positive,visit,1,1
2021-11-27 17:11:15+00:00,"terp ~ king
@dreamer3__3
ÃÂ·
Nov 28, 2021",Where you planning on going for vacation? I wanna go to Bali or Hawaii. 2 beautiful locations that are definitely a sight to see.,planning going vacation wanna bali hawaii beautiful locations definitely sight,89,"['planning', 'going', 'vacation', 'wanna', 'bali', 'hawaii', 'beautiful', 'locations', 'definitely', 'sight']",2021,11,neutral,visit,0,1
2021-11-27 17:00:25+00:00,"Crypto Expat
@crypt0_expat
ÃÂ·
Nov 28, 2021","When $SHIB hits 0.01 I am going to retire and follow 2 passions

1. Open a Bali beach based #Shibainu cafe that accepts #SHIB 
2. Use the profits to provide scholarships for local kids

#crypto #GivingBack",shib hits going retire follow passions open bali beach based shibainu cafe accepts shib profits provide scholarships local kids crypto givingback,155,"['shib', 'hits', 'going', 'retire', 'follow', 'passions', 'open', 'bali', 'beach', 'based', 'shibainu', 'cafe', 'accepts', 'shib', 'profits', 'provide', 'scholarships', 'local', 'kids', 'crypto', 'givingback']",2021,11,neutral,not_visit,0,0
2021-11-27 16:29:24+00:00,"George
@petrovic_george
ÃÂ·
Nov 27, 2021","Never bewn to Bali in my entire life, however I would like to go back to Europe where half my family is or USA where half my work/business is. 

Also I grew up on south coast so I am happy to give you some local travel advice.

Advice 1. Stop being petrified and love your life.",never bewn bali entire life however would like back europe half family half work business also grew south coast happy give local travel advice advice stop petrified love lif,202,"['never', 'been', 'bali', 'entire', 'life', 'however', 'would', 'like', 'back', 'europe', 'half', 'family', 'half', 'work', 'business', 'also', 'grew', 'south', 'coast', 'happy', 'give', 'local', 'travel', 'advice', 'advice', 'stop', 'petrified', 'love', 'lif']",2021,11,neutral,not_visit,0,0
2021-11-27 15:56:47+00:00,"maxinefavianjoseph
@maxinefavianjo1
ÃÂ·
Nov 27, 2021","{Story Behind this Photo}
The photo was taken at Kedonganan Beach, Bali. I was walking around enjoying the sunset on Kedonganan beach while hunting for photos, I saw teenage children playing surfing alternately on the surging sea waves near the beach. They take turns surfing.",story behind photo photo taken kedonganan beach bali walking around enjoying sunset kedonganan beach hunting photos teenage children playing surfing alternately surging waves near beach take turns surf,220,"['story', 'behind', 'photo', 'photo', 'taken', 'kedonganan', 'beach', 'bali', 'walking', 'around', 'enjoying', 'sunset', 'kedonganan', 'beach', 'hunting', 'photos', 'teenage', 'children', 'playing', 'surfing', 'alternately', 'surging', 'waves', 'near', 'beach', 'take', 'turns', 'surf']",2021,11,neutral,visit,0,1
2021-11-27 15:47:18+00:00,"The Dread Space Pirate Roberts
@SteamboatLion
ÃÂ·
Nov 27, 2021","To suggest the only reason for overseas travel is Bali holidays is disingenuous.

Let's fuck up your life. What's not to like?",suggest reason overseas travel bali holidays disingenuous fuck life lik,87,"['suggest', 'reason', 'overseas', 'travel', 'bali', 'holidays', 'disingenuous', 'fuck', 'life', 'lik']",2021,11,negative,not_visit,-1,0
2021-11-27 14:53:08+00:00,"Ã°ÂÂÂÃ°ÂÂÂ´Ã°ÂÂÂªÃ°ÂÂÂ¼Ã°ÂÂÂ±
@iAkashmandal
ÃÂ·
Nov 27, 2021","My favourite Holiday Destination is Bali and Dubai

#travelanalyst #giveaway #contestalert #travel #travelagency #traveladvice #travelling #explore #tourism #vacation 
@travel_analyst
 

Join
@waqasshkh
 
@iRahul1212 
@Skyblue67699",favourite holiday destination bali dubai travelanalyst giveaway contestalert travel travelagency traveladvice travelling explore tourism vacation travel analyst join waqasshkh irahul skyblu,190,"['favourite', 'holiday', 'destination', 'bali', 'dubai', 'travelanalyst', 'giveaway', 'contestalert', 'travel', 'travelagency', 'traveladvice', 'travelling', 'explore', 'tourism', 'vacation', 'travel', 'analyst', 'join', 'waqasshkh', 'irahul', 'skyblu']",2021,11,positive,visit,1,1
2021-11-27 14:51:21+00:00,"NoriegaRekos | www.ontokens.xyz
@NoriegaRA
ÃÂ·
Nov 27, 2021",Not to sound biased but for me the beach there is better than Bali :),sound biased beach better bali,41,"['sound', 'biased', 'beach', 'better', 'bali']",2021,11,negative,not_visit,-1,0
