No,Date,Username,Tweet
0,2022-10-30T23:59:58.000Z,"Ye~Yen Qeng
@Yani03495310
·
Oct 31, 2022",Siapa yg menteri pariwisata? Orgnya jg pendukung kadrun yg mau bikin wisata halal. Wisata halal itu di daerah yg mmg mayoritas Islam. Daging babi adalah lauk yg sangat familiar di Bali yg mayoritas Hindu koq malah mau dipaksa jadi halal. Hadruuh...otak mana otak?
1,2022-10-30T23:37:25.000Z,"Matt is Angry!
@Mattamupicek
·
Oct 31, 2022","Aku di bali nih yok liburan bareng
Dm aja kalo mau"
2,2022-10-30T23:35:48.000Z,"raksa kaneshiro.
@XlAOO_
·
Oct 31, 2022","pasti aowkwkwkwkwkwkwkwk. buktinya kemarin wacana Bali mau dijadiin wisata Halal, ih sakit. kita ditanah kita sendiri, nganut budaya kita, nyenggol sana juga nggak, mentang mentang tourist banyak ke Bali, blass mau dijadiin wisata halal, mikirin kita pribumi sini gak? -"
3,2022-10-30T23:16:02.000Z,"SUROBOYOFESS
@sbyfess
·
Oct 31, 2022",#NAME?
4,2022-10-30T23:01:55.000Z,"Kumaha Anjeun
@masiawemuh
·
Oct 31, 2022",Letak Std. Dipta yg deket dgn Ubud selaku kawasan di Bali yg paling banyak turis Eropa-nya kayanya juga berpengaruh.
5,2022-10-30T22:59:19.000Z,"aslam_rangkoto
@aslambkt
·
Oct 31, 2022",Bali pulau om 
6,2022-10-30T22:17:44.000Z,"Wiarpiz
@wiar_piz
·
Oct 31, 2022",Pulau Dewata Bali merupakan 1 dari 10 pulau paling romantis di dunia. [majalah Travel+Leisure]
7,2022-10-30T21:38:17.000Z,"ErikHari
@ErikHari6
·
Oct 31, 2022","Jika Reog.. dari Ponorogo, tari kecak dari Bali.. itu merupakan budaya sbg hasil akal budi manusia. Tapi agama.. bukan dari orang Arab. Agama adalah dari Allah...agama bukan budaya."
8,2022-10-30T20:10:02.000Z,"Pamungkas
@pamungkaas___
·
Oct 31, 2022","Yang pengen banget refreshing ke Bali atau pantai + pulau manapun, coba Retweet!?"
9,2022-10-30T19:51:36.000Z,"Im Yoona
@The_Yoona
·
Oct 31, 2022",YoonA memilih Pulau BALI sebagai tempat bulan madunya. #yoona
10,2022-10-30T18:58:20.000Z,"Bams
@MadeBambang
·
Oct 31, 2022","Wah baru tau saya, Candi dasa mana itu gan? Di Bali pun tetep merayakan Nyepi walau kita tahu Bali juga bekas jajahan Hindu Majapahit."
11,2022-10-30T18:23:48.000Z,"NJR
@vhelly_fy
·
Oct 31, 2022",Mimpi teraneh gue saat iki febian jemput gue depan rumah pake motor dan kita ingin pergi ke bali 
12,2022-10-30T18:09:47.000Z,"Kemenkumham Sumsel
@kumhamsumsel
·
Oct 31, 2022","27. Kanwil Kemenkumham Sumsel: Gubernur Bali Wayan Koster: Ini penting agar budaya kita, seperti Tari Pendet, tidak diklaim oleh pihak lain
@Kemenkumham_RI
   
@kumhamsumsel
Harun Sulianto
#KumhamSumsel
#HarunSulianto."
13,2022-10-30T18:23:48.000Z,"NJR
@vhelly_fy
·
Oct 31, 2022",Mimpi teraneh gue saat iki febian jemput gue depan rumah pake motor dan kita ingin pergi ke bali 
14,2022-10-30T18:09:47.000Z,"Kemenkumham Sumsel
@kumhamsumsel
·
Oct 31, 2022","27. Kanwil Kemenkumham Sumsel: Gubernur Bali Wayan Koster: Ini penting agar budaya kita, seperti Tari Pendet, tidak diklaim oleh pihak lain
@Kemenkumham_RI
   
@kumhamsumsel
Harun Sulianto
#KumhamSumsel
#HarunSulianto."
