,0,1,2
0,2022-01-30T23:54:23.000Z,"Mikhylenry
@itsbabyjimin_
·
Jan 31, 2022","Ada yg tau au jungkook yg pelukis bali, trus jimin tuh artis tapi dia baru wisata di bali. Gimana sih, itu deh pokoknya 

Kemarin udah tambahin ke markah tapi tiba2 ilang"
1,2022-01-30T23:41:35.000Z,"Rasi Magetan ™
@rasimagetan
·
Jan 31, 2022","MAGETAN - Menjelang tahun baru imlek, perajin lampion di Jalan Piere Tendean, Kelurahan Sukowinagun,Kabupaten Magetan, mulai ramai kebanjiran pesanan. Selain pesanan dari daerah local,pesanan juga datang dari pulau bali yang nanti akan di kirim ke luar negeri seperti ke Australia"
2,2022-01-30T23:39:11.000Z,"putrri
@putr1_s
·
Jan 31, 2022","Bali memiliki situs arkeologi bersejarah mirip Petra di Jordania selatan, yaitu situs Candi Gunung Kawi."
3,2022-01-30T23:24:19.000Z,"Yayang Ev
@yayang_evi
·
Jan 31, 2022","Masih punya acc credit d salah satu maskapai yg akan expired tahun ini
Kalau oct gak bisa ke Sepang juga gegara si Covid, mo diapain itu?? Ke Bali???? 

*Covid Go Away* 
Udah 2thn nieh gak liburan "
4,2022-01-30T23:03:23.000Z,"Amrita in Sanskrit
@AmertaBena
·
Jan 31, 2022","2 tempat yang menjadi list liburan tiap tahun
1. Bali
Gak pernah ada matinya kehidupan pantai, gunung dan ketenangan lingkungan di pulau ini. Pernah 3 jam hanya duduk di tepi Danau Kintamani, sampai driver kebingungan.
2. Jogjakarta
Kota yg selalu memanggil seribu kenangan."
5,2022-01-30T22:39:22.000Z,"Teteh Manis yang Hangat
@tehmanisshangat
·
Jan 31, 2022","Gegara ngikutin sarannya, kemaren sempet nanya ke suami ""aku tuh pelit ngga si? Kok kayaknya orang2 tiap bulan liburan ke bali lah, ke komodo lah, lha aku sekalinya dapet duit banyak, masuk tabungan semua...."""
6,2022-01-30T20:39:45.000Z,"MAX CHANIAGO
@mohammadmaarief
·
Jan 31, 2022","bali di php in, jogja malesin, dia pergi, duit gaada. ya allah, pengen ngasih kenikmatan apa ini sampe2 cobaanya kaya gini:))"
7,2022-01-30T19:16:47.000Z,"Albert Solo
@AlbertSolo2
·
Jan 31, 2022","Senin sore nanti, PPKM level 1-3 di pulau Jawa dan Bali berakhir.warga Jakarta sepertinya tidak akan bisa tidur nyenyak, pasalnya pemerintah pusat akan menentukan status DKI Jakarta apakah masih PPKM level 2 atau naik ke level 3? Kasus harian Covid-19 di Jakarta tembus 6.600"
8,2022-01-30T19:16:41.000Z,"THYIA.
@ofOrithyia
·
Jan 31, 2022","ㅤㅤ 

Kamu sekte mana— kok hari Seninnya senggang.. Iri sekali.

Sudah pernah ke Bali? Aku sarankan kamu datang ke Bali dan menikmati setiap pantai yang ada. 
ㅤㅤ 
ㅤㅤ"
9,2022-01-30T18:44:20.000Z,"mama hala ita fali e
@maifalie
·
Jan 31, 2022","Gila, ada orang yg bisa liburan foya-foya di bali satu bulan... 
pulangnya apa gak langsung jadi kaum dhuafa ya?"
10,2022-01-30T17:14:22.000Z,"teye
@astrodin00
·
Jan 31, 2022","itu foto tahum 2019 wkt ke bali,   diajakin keliling dari lapangan puputan - pasar badung - kosan zaqi - balik ke isi. Tahun ini doi excited bgt pas dikabarin bakal kesana lagi, maaap lagi jakkkk"
11,2022-01-30T17:13:30.000Z,"q
@bitchhhhhhi
·
Jan 31, 2022",pengen liburan ke bali lololol
12,2022-01-30T19:16:41.000Z,"THYIA.
@ofOrithyia
·
Jan 31, 2022","ㅤㅤ 

Kamu sekte mana— kok hari Seninnya senggang.. Iri sekali.

Sudah pernah ke Bali? Aku sarankan kamu datang ke Bali dan menikmati setiap pantai yang ada. 
ㅤㅤ 
ㅤㅤ"
13,2022-01-30T18:44:20.000Z,"mama hala ita fali e
@maifalie
·
Jan 31, 2022","Gila, ada orang yg bisa liburan foya-foya di bali satu bulan... 
pulangnya apa gak langsung jadi kaum dhuafa ya?"
