,0,1,2
0,2022-11-03T22:42:03.000Z,"Bricky Rozay
@LionLegacy305
·
Nov 4, 2022","I normally travel alone too. No one comes thru for group trips. Definitely might do Bali, Jamaica or the Maldives"
1,2022-11-03T22:29:07.000Z,"youre sick
@ttoiiii_
·
Nov 4, 2022","Planning me a trip to Bali & Disney World in Paris. 
@upnext_bnc
 pack ya bags phat"
2,2022-11-03T22:17:28.000Z,"Ongina
@ongina
·
Nov 4, 2022",You like to travel?  I’m hosting a trip to Bali in August 2023!  More info to come. 
3,2022-11-03T21:22:47.000Z,"Matt Mullaney
@mullaney_matt
·
Nov 4, 2022","She is a pediatrician at UPenn hospital and he is a Partner at Accenture. After a trip to Bali they are moving into a 8,000 sq ft house in Bryn Mawr where they start a family and he golfs at Merion."
4,2022-11-03T21:15:59.000Z,"sarah
@hrrykeepdrivin
·
Nov 4, 2022",i was sad so i booked a trip to Bali next august 
5,2022-11-03T20:39:13.000Z,"BFFs `☆`
@sarmistha_patro
·
Nov 4, 2022","it's a festival of odisha or can say asia's biggest open trade fair happening every year to mark the day when ancient Odia mariners set sail to distant lands of Bali island & other places for trade and cultural expansion.
People put diff stalls of arts, food & show dramas, etc."
6,2022-11-03T20:12:38.000Z,"MIDAS-TOUCH
@Midas_Babs
·
Nov 4, 2022","Let me add that to the to do list  
Can we do a local Bali trip till then ?"
7,2022-11-03T20:06:29.000Z,"Miss Chante Powell xx
@Chantexx
·
Nov 4, 2022","Do not book #holidays with 
@MercuryHolidays
 (sunspot tours ltd)via 
@HaysTravel
 or 
@cathaypacific
 Cancelled our holiday we worked so hard to pay for no reason other than their greed. Ruined our long awaited Bali dream & won’t fix it. 
Do Not fall victim! 
#HolidayShopping #Travel"
8,2022-11-03T19:42:02.000Z,"J. Malkova
@CanadianKitty1
·
Nov 4, 2022","Brazilian President Jair Bolsonaro wants to cancel his trip to Bali to attend the G20 summit on November 15-16. It is reported by the metropolitan publication Metropoles.

According to him, the head of state decided to cancel the trip after the defeat in Sunday's

1/"
9,2022-11-03T19:27:09.000Z,"MEGpie
@_mmccallum
·
Nov 4, 2022",also tears cause we cancelled our bali trip till next year
10,2022-11-03T19:12:47.000Z,"Lily Potkin
@MissPotkin
·
Nov 4, 2022","I had lunch with 4 pensioners who wouldn’t let me leave until they finished telling me about every taxi journey they took in their recent holiday to Bali. 

I need to find a job."
11,2022-11-03T19:09:22.000Z,"Nico Rosemary
@nickattheave
·
Nov 4, 2022","A friend and legit traveller once told me I should avoid Kuta Beach when I went to Bali. I went anyways. Fucking hated it and left after not even 24 hrs, but it confirmed that 

a) her advice for me was legit, and she can be trusted again
b)  Kuta Beach fucking sucks"
12,2022-11-03T19:42:02.000Z,"J. Malkova
@CanadianKitty1
·
Nov 4, 2022","Brazilian President Jair Bolsonaro wants to cancel his trip to Bali to attend the G20 summit on November 15-16. It is reported by the metropolitan publication Metropoles.

According to him, the head of state decided to cancel the trip after the defeat in Sunday's

1/"
13,2022-11-03T19:27:09.000Z,"MEGpie
@_mmccallum
·
Nov 4, 2022",also tears cause we cancelled our bali trip till next year
14,2022-11-03T19:12:47.000Z,"Lily Potkin
@MissPotkin
·
Nov 4, 2022","I had lunch with 4 pensioners who wouldn’t let me leave until they finished telling me about every taxi journey they took in their recent holiday to Bali. 

I need to find a job."
15,2022-11-03T19:09:22.000Z,"Nico Rosemary
@nickattheave
·
Nov 4, 2022","A friend and legit traveller once told me I should avoid Kuta Beach when I went to Bali. I went anyways. Fucking hated it and left after not even 24 hrs, but it confirmed that 

a) her advice for me was legit, and she can be trusted again
b)  Kuta Beach fucking sucks"
16,2022-11-03T19:00:19.000Z,"Koren
@korenyah
·
Nov 4, 2022",i’m taking my graduation trip to bali. nuff said.
17,2022-11-03T18:57:55.000Z,"Paul
@thesunflower33
·
Nov 4, 2022","Restructure my deposit, obviously.
Maybe will think about trip to Bali for a few months haha"
18,2022-11-03T18:31:30.000Z,"tripnusapenidabali
@tripnusapenida_
·
Nov 4, 2022",Trip Nusa Penida Bali Best Offers Private Day Tours to Nusa Penida Island  #nusapenidatrip #nusapenida #tripnusapenidabali
19,2022-11-03T18:19:14.000Z,"Amanda Raffenaud
@AmandaRaffenaud
·
Nov 4, 2022",Hoping for better days and a Bali trip around the corner 
20,2022-11-03T17:25:10.000Z,"Paket tour bali
@balitiratour
·
Nov 4, 2022","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
21,2022-11-03T17:13:40.000Z,"kenna
@kennabaIism
·
Nov 4, 2022","""all inclusive girls trip to bali!! thanks baby daddy!!"""
22,2022-11-03T17:06:55.000Z,"fly
@intxnsoo
·
Nov 4, 2022",There are at least 3 ppl on my ig having their vacation in bali 
23,2022-11-03T16:52:49.000Z,"Barnes Foundation
@the_barnes
·
Nov 3, 2022","teach about doing what inspires you and brings you joy.
 12:30 PM - 1:15 PM | Performance | Indonesian Dance from the Island of Bali
Watch a medley of Balinese dances featuring performers in ornate traditional costumes. Their performance highlights some of the basic (6/8)"
24,2022-11-03T16:52:25.000Z,"love with a soul not a face
@JasminAds
·
Nov 3, 2022","Omg Issa.. 
Have you installed Gojek or Grab apps? By using their services I think you will be safer to travel arround the city (Bali, Jakarta, etc)"
25,2022-11-03T16:37:14.000Z,"chipitin
@valois_gerry
·
Nov 3, 2022","He's too busy right now, gotta get ready for his next vacation to bali."
26,2022-11-03T16:28:02.000Z,"48Family's Full News
@48FullNews
·
Nov 3, 2022",One of fans chanting is Kecha. Inspired by 'Kecak' dance from Bali. #48MemberFact
27,2022-11-03T16:12:55.000Z,"LONG LIVE G
@ngx2_
·
Nov 3, 2022",A trip to Bali is definitely on my bucket list 
28,2022-11-03T16:07:32.000Z,"Mia_eni21
@enimia21
·
Nov 3, 2022","There are many beautiful tourist attractions in Indonesia, one of which is Bali, the Thousand Islands or Raja Ampat"
29,2022-11-03T15:41:15.000Z,"rem
@rem_80s
·
Nov 3, 2022",When I went to Singapore and bali my Amex platinum was a running joke of the trip
30,2022-11-03T15:37:35.000Z,"koko
@kokomadehbw
·
Nov 3, 2022","Aren't you thinking of buying an island?  For example, the island of Bali?"
31,2022-11-03T15:14:48.000Z,"Dr Benjamin Janaway
@drjanaway
·
Nov 3, 2022","Psychiatry training: 5 years medical school, 2 years foundation, three years psych core, 3 exams, three years senior specialism, consultancy, all regulated.

Some self-appointed 'therapists': I watched Shutter Island, went to Bali and took MDMA once. Let me be your guide."
32,2022-11-03T15:11:39.000Z,"Faith
@ffrancesluna
·
Nov 3, 2022","3 years ago today around this time (11PM), I just got to my Airbnb in Bali. Lol kinda wanna do a solo trip again I'm way overdue.  The chart for that event was very auspicious too!"
33,2022-11-03T15:01:44.000Z,"Jago Promote
@JagoPromote48
·
Nov 3, 2022",One of fans chanting is Kecha. Inspired by 'Kecak' dance from Bali. #48FamilyFacts
34,2022-11-03T14:38:52.000Z,"Manda Trujillo
@mandamathhh
·
Nov 3, 2022","I’m tryna make a trip to Bali happen..OK I just don’t know how to plan. So here’s me inviting my sister, cousins "
35,2022-11-03T14:32:22.000Z,"sian
@sianjesson
·
Nov 3, 2022",Actually makes me sad I ruined half my Bali trip having a meltdown with how I looked and food 
36,2022-11-03T14:21:38.000Z,"Adhi
@Adhi19635313
·
Nov 3, 2022","Instead of play, they will be on vacation in bali "
37,2022-11-03T15:01:44.000Z,"Jago Promote
@JagoPromote48
·
Nov 3, 2022",One of fans chanting is Kecha. Inspired by 'Kecak' dance from Bali. #48FamilyFacts
38,2022-11-03T14:38:52.000Z,"Manda Trujillo
@mandamathhh
·
Nov 3, 2022","I’m tryna make a trip to Bali happen..OK I just don’t know how to plan. So here’s me inviting my sister, cousins "
39,2022-11-03T14:32:22.000Z,"sian
@sianjesson
·
Nov 3, 2022",Actually makes me sad I ruined half my Bali trip having a meltdown with how I looked and food 
40,2022-11-03T14:21:38.000Z,"Adhi
@Adhi19635313
·
Nov 3, 2022","Instead of play, they will be on vacation in bali "
41,2022-11-03T14:02:46.000Z,"Sheridan
@Notformetlgd
·
Nov 3, 2022","I vote absentee. I live in Bali, although we own a place in FL, so FL is technically “home”. Absentee ballots can only go by US Mail or fax. US Mail isn’t an option. I ended up doing an e-fax because I can’t find a fax machine on this whole island."
42,2022-11-03T13:45:40.000Z,"oxtail gravy
@yurrmodda
·
Nov 3, 2022","Jamaica. Bahamas. Italy. Back to Jamaica & then Bali 

Looooove to see it. Book the trip & worry bout the rest later!!"
43,2022-11-03T13:43:58.000Z,"justkenn | JK ex-gf
@kenn3012_
·
Nov 3, 2022","BALI ! is the best place for celebrate new year, you can choose any kind of party in Bali like beach club or night club party"
44,2022-11-03T13:15:37.000Z,"Sammy De La O
@sammydelao
·
Nov 3, 2022","SURRENDER -Podcast I am thinking to launch as I document my journey living in Mexico for 3 months as I traveled from the USA, Bali, Dubai.Interview people I connect along the way.The goal is to learning and spend as much time from my grandfather and become fluent in Spanish. "
45,2022-11-03T13:14:46.000Z,"CryptoBrain
@Jay_brain31
·
Nov 3, 2022","See levels, please can you travel to bali"
46,2022-11-03T12:55:00.000Z,"▼ Sam Divine ▼
@samdivine
·
Nov 3, 2022","Spent my rest days after 5 shows straight in bed with a stomach bug  
Second leg of the Australasia tour starts back up again tomorrow 
Perth , Auckland &amp; Bali I’ll be there in spirit , not sure about my body though "
47,2022-11-03T12:09:27.000Z,"Charity Johnson on Facebook
@sundowniest
·
Nov 3, 2022","If you've tried a beach in Bali in the hot season, you'd know that it is too hot."
48,2022-11-03T10:05:40.000Z,"@galaxyfarrahway
@galaxyfarrahway
·
Nov 3, 2022","Even if payments are raised, every cent goes back into local economy.  Nobody on benefits is saving for a trip to Bali. Every cent gets spent on living costs."
49,2022-11-03T09:46:37.000Z,"Lisanne Haack
@paranoidhill
·
Nov 3, 2022",Oh goooood such a chaos with the flights now its crazy! Wish you a nice trip to Bali then Johnny and maybe Miami then!
50,2022-11-03T09:06:03.000Z,"Jakub Pytko
@PytkoJakub
·
Nov 3, 2022",Good morning Julia. Have a nice day. I guess i can live in Bahamas or Bali Island.
51,2022-11-03T08:01:55.000Z,"al
@dykedarlentina
·
Nov 3, 2022",fuck bali trip !
52,2022-11-03T07:37:43.000Z,"Rob in Hawai`i (Now in New Mexico!)
@rvaughan_hawaii
·
Nov 3, 2022","I’m in Ubud, on the island of Bali in Indonesia. "
53,2022-11-03T07:34:21.000Z,"Kalani Scarrott
@ScarrottKalani
·
Nov 3, 2022",Amed!!! North east Bali. Legitimately up there for my favourite spot this trip !
54,2022-11-03T07:28:25.000Z,"Ulrich Speck
@ulrichspeck
·
Nov 3, 2022","There was another chance for Scholz to meet Xi in November, 15/16 at the sidelines of the G20 summit in Bali, Indonesia. If the only point of the meeting is to discuss important geopolitical matters, there's no need for an extra trip to Beijing."
55,2022-11-03T07:11:10.000Z,"brownie
@noreenhmd
·
Nov 3, 2022","i miss Bali so much, heavenly island. i wanna come backkkk "
56,2022-11-03T06:56:21.000Z,"Dishant Iyer
@Dishantlfc
·
Nov 3, 2022","Had a great trip to Bali, only for the experience to be soured by 
@VietjetIndia
 @vietjetair
 @VietjetairCom
 while returning. All our carry-on bags were weighed in at Bali, and we had a go-ahead. Had a pleasant trip to Ho Chi Minh and this is where everything went south."
57,2022-11-03T06:36:01.000Z,"Ghosttrent
@Ghosttrent88
·
Nov 3, 2022","#349946012 
@finnsbali
 Finns Beach Club, Finns VIP Club, Finns Recreation Club is Bali’s premier entertainment and sporting venue where everyone is welcome. Finns Bali has “Something for Everyone”."
58,2022-11-03T06:34:50.000Z,"Dodi_Seraya
@Dodi_Seraya
·
Nov 3, 2022","Hi Mr. PM Rishi Sunak, my name is Dodi from Bali. You have a lot of fans in Bali.  Hope you are willing to stop by our temple during G20. 

Warm Regards,
Dodi"
59,2022-11-03T05:44:54.000Z,"Punjab Capital
@punjabcapital_
·
Nov 3, 2022",I want to travel the world and I don’t mean go to places like Bali and etc…I want to go where the real people are…the place where you can make a connection with those who live there…not these tourist attractions…
60,2022-11-03T06:36:01.000Z,"Ghosttrent
@Ghosttrent88
·
Nov 3, 2022","#349946012 
@finnsbali
 Finns Beach Club, Finns VIP Club, Finns Recreation Club is Bali’s premier entertainment and sporting venue where everyone is welcome. Finns Bali has “Something for Everyone”."
61,2022-11-03T06:34:50.000Z,"Dodi_Seraya
@Dodi_Seraya
·
Nov 3, 2022","Hi Mr. PM Rishi Sunak, my name is Dodi from Bali. You have a lot of fans in Bali.  Hope you are willing to stop by our temple during G20. 

Warm Regards,
Dodi"
62,2022-11-03T05:44:54.000Z,"Punjab Capital
@punjabcapital_
·
Nov 3, 2022",I want to travel the world and I don’t mean go to places like Bali and etc…I want to go where the real people are…the place where you can make a connection with those who live there…not these tourist attractions…
63,2022-11-03T05:26:14.000Z,"phuong thao nguyen
@phuongt63269616
·
Nov 3, 2022",Thank you .  I have returned to Vietnam.  I will think about Bali when I prepare to travel next time.
64,2022-11-03T04:38:04.000Z,"Devon Canup
@devoncnp
·
Nov 3, 2022","Idk you or how much you make but traveling and going out to dinner and trying new bucket list stuff is my recommendation

Dinner on a boat in Paris. Go paragliding in Boise. Surfing in Bali. Take a road trip to random city.

Go on an adventure brother"
65,2022-11-03T04:27:27.000Z,"Ghosttrent
@Ghosttrent88
·
Nov 3, 2022","#758174275 
@finnsbali
 Finns Beach Club, Finns VIP Club, Finns Recreation Club is Bali’s premier entertainment and sporting venue where everyone is welcome. Finns Bali has “Something for Everyone”."
66,2022-11-03T04:25:10.000Z,"Paket tour bali
@balitiratour
·
Nov 3, 2022","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
67,2022-11-03T03:26:29.000Z,"Imani
@FaithKilledHope
·
Nov 3, 2022",Putting together my Bali birthday trip
68,2022-11-03T03:18:09.000Z,"bigD@ddy
@thetech_wiz
·
Nov 3, 2022",That’s awesome mate  cheers will see ya if I make a trip to Bali soon 
69,2022-11-03T02:46:08.000Z,"SP
@TheSalesforceG1
·
Nov 3, 2022","#186882716 
@finnsbali
 Finns Beach Club, Finns VIP Club, Finns Recreation Club is Bali’s premier entertainment and sporting venue where everyone is welcome. Finns Bali has “Something for Everyone”."
70,2022-11-03T02:12:14.000Z,"An
@annleeee
·
Nov 3, 2022","omgggg bali is amazing, spend time in ubud and canggu (canggu is the beach area)"
71,2022-11-03T01:38:32.000Z,"pasta oomf
@fmsgl
·
Nov 3, 2022",The way I would looooove to be a travel agent. Just clack on my keyboard and talk to people about their holidays. I looove putting together itineraries although I think I would get fired because someone would come in to book Bali and then they leave with a ticket to Armenia
72,2022-11-03T01:17:38.000Z,"@Sh..ab
@ShehabBawazeer2
·
Nov 3, 2022","He announced that he plans to carry out an ""Asian tour"": after China,will visit #Vietnam and #Singapore with a large business delegation (approximately November 12-14), and then go to Bali (#Indonesia), where the G–20 summit will be held on November 15-16."
73,2022-11-03T01:01:16.000Z,"@kellzfargo
·
Nov 3, 2022",i wanna be in Bali on an all-inclusive trip day drunk with the LOML i just met 3 weeks ago 
74,2022-11-03T01:00:00.000Z,"Defected Records
@DefectedRecords
·
Nov 3, 2022","Only a few tickets for the last two shows on our Australasia Tour left

5th Nov - Perth
6th Nov - Bali"
75,2022-11-03T00:54:37.000Z,"Tila0211
@Haruna_Iraka
·
Nov 3, 2022","If you want to travel, I can suggest to Bali, in my country, Indonesia, actually I've never been there myself, but, you can try a vacation there, from what I know, they present so many beautiful views "
76,2022-11-03T00:44:01.000Z,"ポーラ・リコ
@Paulalico_
·
Nov 3, 2022",Hahahaha Bali is actually my first dream destination if ever i want to travel by myself but yk things changed. It's already Palawan whahahaha.
77,2022-11-02T23:51:50.000Z,"S-bart
@SalzenBart
·
Nov 3, 2022","Not counting travel? Bali + my girlfriend 

With travel (1st class) probably Paris + girlfriend"
78,2022-11-02T23:40:31.000Z,"Ms. Classy
@MsClassyIfNasty
·
Nov 3, 2022",Yeah I’m glad I got insurance on my Bali trip cus I wanna cancel it.
79,2022-11-02T19:14:29.000Z,"Steven
@Steven25364370
·
Nov 3, 2022","Reminiscing and remembering my dad today. 
Was thinking he never ever went on holiday, or did any kind of travel / trips. 
So I have his ashes here, I’m gonna spend the next year spreading some all over England, even going to take him to Bali in April 
First trip- malham cove "
80,2022-11-02T19:08:59.000Z,"mae
@MaeGooTh
·
Nov 3, 2022","So I have a connection flight in Taiwan on my way to Bali and I went to research some things and it straight up mentioned all flights being redirected due to a typhoon LOL idk what’s worse to worry about…
China possibly raiding Taiwan when I go on this trip or a hurricane"
81,2022-11-02T18:31:30.000Z,"tripnusapenidabali
@tripnusapenida_
·
Nov 3, 2022",Trip Nusa Penida Bali Best Offers Private Day Tours to Nusa Penida Island  #nusapenidatrip #nusapenida #tripnusapenidabali
82,2022-11-02T18:00:13.000Z,"Austin Saylor Freelance Coach
@FullHarbor
·
Nov 3, 2022","#Project200k update for 2022...

SO FAR
• 23 projects
• $180k after my current project wraps in 2 weeks
• 3 week vacation in Bali
• 2 weeks off in June

LAST YEAR AT THIS TIME
• 34 projects
• $179k
• No vacation
• No intentional time off"
83,2022-11-02T17:59:27.000Z,"Firdy Saputra
@firdysap
·
Nov 3, 2022",still have no guts to do solo trip to bali this december for above&beyond lolz
